dev-flo, mcp-eks.dev.music-flo.com., _85914b33943ae9181f3c69390de40e40.mcp-eks.dev.music-flo.com., CNAME, _dc7f40c0e779a9bdf2898037f01a0ef3.mhbtsbpdnt.acm-validations.aws., true
dev-flo, qa01.flodb.link., flo-mgo-01.qa01.flodb.link., A, 10.190.253.90, true
dev-flo, qa01.flodb.link., flo-mgo-02.qa01.flodb.link., A, 10.190.254.63, true
dev-flo, qa01.flodb.link., flo-mgo-03.qa01.flodb.link., A, 10.190.255.190, true
dev-flo, qa01.flodb.link., flo-mgo-test.qa01.flodb.link., A, 10.190.253.68, true
dev-flo, qa01.flodb.link., mcp-my.qa01.flodb.link., CNAME, qa01-flo-up.cluster-cvzu2tknt0xt.ap-northeast-2.rds.amazonaws.com, true
dev-flo, qa01.flodb.link., ro.mcp-my.qa01.flodb.link., CNAME, qa01-flo-up.cluster-ro-cvzu2tknt0xt.ap-northeast-2.rds.amazonaws.com, true
dev-flo, qa01.flodb.link., mmate-my.qa01.flodb.link., CNAME, qa01-flo-up.cluster-cvzu2tknt0xt.ap-northeast-2.rds.amazonaws.com, true
dev-flo, qa01.flodb.link., ro.mmate-my.qa01.flodb.link., CNAME, qa01-flo-up.cluster-ro-cvzu2tknt0xt.ap-northeast-2.rds.amazonaws.com, true
dev-flo, qa01.flodb.link., mmatearc-my.qa01.flodb.link., CNAME, qa01-flo-up.cluster-cvzu2tknt0xt.ap-northeast-2.rds.amazonaws.com, true
dev-flo, qa01.flodb.link., ro.mmatearc-my.qa01.flodb.link., CNAME, qa01-flo-up.cluster-ro-cvzu2tknt0xt.ap-northeast-2.rds.amazonaws.com, true
dev-flo, qa01.flodb.link., mmatelog-my.qa01.flodb.link., CNAME, qa01-flo-up.cluster-cvzu2tknt0xt.ap-northeast-2.rds.amazonaws.com, true
dev-flo, qa01.flodb.link., ro.mmatelog-my.qa01.flodb.link., CNAME, qa01-flo-up.cluster-ro-cvzu2tknt0xt.ap-northeast-2.rds.amazonaws.com, true
dev-flo, qa01.flodb.link., nearline-mgo.qa01.flodb.link., A, 10.190.253.27, true
dev-flo, qa01.flodb.link., qa01-mgnd-mongo-up-01.qa01.flodb.link., A, 10.190.253.214, true
dev-flo, qa01.flodb.link., qa01-mgnd-mongo-up-02.qa01.flodb.link., A, 10.190.255.73, true
dev-flo, qa01.flodb.link., service-dreamus-my.qa01.flodb.link., CNAME, qa01-service-dreamus-up.cluster-cvzu2tknt0xt.ap-northeast-2.rds.amazonaws.com, true
dev-flo, qa01.flodb.link., ro.service-dreamus-my.qa01.flodb.link., CNAME, qa01-service-dreamus-up.cluster-ro-cvzu2tknt0xt.ap-northeast-2.rds.amazonaws.com, true
dev-flo, qa01.flodb.link., support-mgo.qa01.flodb.link., A, 10.190.253.27, true
dev-flo, qa01.music-flo.io., _ef9927dde7bc0c3284f2e1c07a4393c3.qa01.music-flo.io., CNAME, _e01d1ca6976357753f6a9784c5e9a2b8.fyfbssdptv.acm-validations.aws., true
dev-flo, qa01.music-flo.io., _ba52b9b69c7eb2ca72846264d3ae55ba.api.qa01.music-flo.io., CNAME, _580a00e36c3d76ac737f2567dce67e91.hsmgrxbjqd.acm-validations.aws., true
dev-flo, qa01.music-flo.io., backend.qa01.music-flo.io., A, 10.190.112.6, true
dev-flo, qa01.music-flo.io., flo-search.qa01.music-flo.io., CNAME, vpc-flo-search-dev-qa-4hnabhdytpwlzo3ytbzi6hr6iq.ap-northeast-2.es.amazonaws.com, true
dev-flo, qa.flo-car.link., _71b3f9bb69ec11de7bc5b71c83c4232b.qa.flo-car.link., CNAME, _512d5a2726d0a26a51cacb63d94122e8.tfmgdnztqk.acm-validations.aws., true
dev-flo, qa.flo-car.link., _febb92ff198f946be9277d1e2ffc3b28.qa.flo-car.link., CNAME, _d93415e09466f47863f658070e0f119e.xlfgrmvvlj.acm-validations.aws., true
dreamusaws001, dreamuscompany.com., _4603c7f3e00d32143cbab120db3a24f2.dreamuscompany.com., CNAME, _5e662baaa9490e597b66a26461e319fa.bwlshdtstt.acm-validations.aws., true
dreamusaws001, dreamuscompany.com., _76f13daf3040df96c76ffda1530ce576.dreamuscompany.com., CNAME, _2b7b65f8faf580b3d364f0405fc2aefa.ghcgkbmxjw.acm-validations.aws., true
dreamusaws001, dreamuscompany.com., _f676eee68a06c7dfe2e8c90ad0cbaba7.dreamuscompany.com., CNAME, _9558f5f86be9ca5dc25695ccde42325d.mrhcxwpsky.acm-validations.aws., true
dreamusaws001, dreamuscompany.com., _fbbf96a3d0d709d946536eb165a6951d.dreamuscompany.com., CNAME, _4b452bb73dc3ce5f1869f71f91bdcc68.duyqrilejt.acm-validations.aws., true
dreamusaws001, dreamuscompany.com., autodiscover.dreamuscompany.com., A, 1.226.141.151, true
dreamusaws001, dreamuscompany.com., _76f13daf3040df96c76ffda1530ce576.dev.dreamuscompany.com., CNAME, _2b7b65f8faf580b3d364f0405fc2aefa.ghcgkbmxjw.acm-validations.aws., true
dreamusaws001, dreamuscompany.com., _f98714294fe7debbf3956bcd841e8c93.dev.dreamuscompany.com., CNAME, _8ef8113df0edc3c8794e8aba5ee4a224.dbspspvlns.acm-validations.aws., true
dreamusaws001, dreamuscompany.com., legacy.dreamuscompany.com., A, 1.226.141.151, true
dreamusaws001, dreamuscompany.com., mail.dreamuscompany.com., A, 1.226.141.151, true
dreamusaws001, dreamuscompany.com., _42f3c84dcc98c3a7141e91dd04c4a588.mail.dreamuscompany.com., CNAME, 0308C74B836AC4A31D72EAA5179B64CE.47DC1791E5037BF2E7628755076E942A.comodoca.com., true
dreamusaws001, dreamuscompany.com., _28ea97bf6ddf43187dc675d0d5a66569.qa.dreamuscompany.com., CNAME, _d25746af4ed702b62ec3eb2afff5330d.dnzkjbsjxj.acm-validations.aws., true
dreamusaws001, dreamuscompany.com., _be231b7eac8881a69aa28e18e18c8ce0.qa.dreamuscompany.com., CNAME, _a09120a5fcf21f502cc73d2515546501.cvxnfrzvtq.acm-validations.aws., true
dreamusaws001, dreamuscompany.com., spam.dreamuscompany.com., A, 1.226.141.100, true
dreamusaws001, dreamus.io., _6aa6e6db335ff2ae031c0e1698074a7e.dreamus.io., CNAME, _1ab9d519b49de6a593e5437bd2c3d6e8.kirrbxfjtw.acm-validations.aws., true
dreamusaws001, dreamus.io., _959ab6cbc758477d4f5423a4dd6bf2ea.dreamus.io., CNAME, AC8C2C0BED3D90B1A33F08EDB71D643F.1DCCD6C64199AD7432D3C7671696D543.comodoca.com., true
dreamusaws001, dreamus.io., _b8cb4dda0ada4ece0d800126f910f5ba.dreamus.io., CNAME, _0949916cfffd558a8f7bc1e690ff0432.mhbtsbpdnt.acm-validations.aws., true
dreamusaws001, dreamus.io., _c58545c9d4f08ec6497d22f0d9a1ded9.dreamus.io., CNAME, _a5616213dc9148bd0d477ac556f2a952.tfmgdnztqk.acm-validations.aws., true
dreamusaws001, dreamus.io., 5snvl2bd4nmuskxev6qznldqcvv6n3gt._domainkey.dreamus.io., CNAME, 5snvl2bd4nmuskxev6qznldqcvv6n3gt.dkim.amazonses.com, true
dreamusaws001, dreamus.io., iezu7hyyzs2wdpqeirfmuydk3qt4pzii._domainkey.dreamus.io., CNAME, iezu7hyyzs2wdpqeirfmuydk3qt4pzii.dkim.amazonses.com, true
dreamusaws001, dreamus.io., rdgwobabmv3xl2abyc4xb633xnhh7wdo._domainkey.dreamus.io., CNAME, rdgwobabmv3xl2abyc4xb633xnhh7wdo.dkim.amazonses.com, true
dreamusaws001, dreamus.io., stb._domainkey.dreamus.io., CNAME, dkim.stibee.com, true
dreamusaws001, dreamus.io., _f72ebdeeb798b9e481cde51e71fecb97.dreamus.io., CNAME, _65677d20b27cc23153fb7389554d4d75.nhqijqilxf.acm-validations.aws., true
dreamusaws001, dreamus.io., account.dreamus.io., CNAME, dualstack.internal-export-ctrl-dreamus-io-408648751.ap-northeast-2.elb.amazonaws.com., true
dreamusaws001, dreamus.io., cal.dreamus.io., CNAME, ghs.googlehosted.com, true
dreamusaws001, dreamus.io., _b573e6fbe1e73cb473b53761df9de95c.dev.dreamus.io., CNAME, _64787b1b7c04c58ed89d70539acb7531.nfyddsqlcy.acm-validations.aws., true
dreamusaws001, dreamus.io., drive.dreamus.io., CNAME, ghs.googlehosted.com, true
dreamusaws001, dreamus.io., hr.dreamus.io., A, 10.1.10.140, true
dreamusaws001, dreamus.io., imon.dreamus.io., A, 10.1.10.48, true
dreamusaws001, dreamus.io., mail.dreamus.io., CNAME, ghs.googlehosted.com, true
dreamusaws001, dreamus.io., mgw.dreamus.io., A, 1.226.141.120, true
dreamusaws001, dreamus.io., nac.dreamus.io., A, 10.0.11.48, true
dreamusaws001, dreamus.io., ota-qa.dreamus.io., CNAME, internal-dreamus-io-30845146.ap-northeast-2.elb.amazonaws.com, false
dreamusaws001, dreamus.io., _28fa6757333cdc364e57999010056837.qa01.dreamus.io., CNAME, _13413a0037690b23391b5832c5b54d32.mhbtsbpdnt.acm-validations.aws., true
dreamusaws001, dreamus.io., sase.dreamus.io., CNAME, sase-dreamus.gpcloudservice.com, true
dreamusaws001, dreamus.io., site.dreamus.io., CNAME, ghs.googlehosted.com, true
dreamusaws001, dreamus.io., sw.dreamus.io., A, 1.234.35.195, true
dreamusaws001, dreamus.io., _f2fad0ed4483279fe9c0f220c5c22751.test.dreamus.io., CNAME, _a3461832a42c7dcd46fc66a6b6a6ef60.nhqijqilxf.acm-validations.aws., true
dreamusaws001, dreamus.io., vpn.dreamus.io., A, 1.226.141.15, true
dreamusaws001, dev.dreamusdb.link., mds-my.dev.dreamusdb.link., CNAME, dev-mds.cluster-cvzu2tknt0xt.ap-northeast-2.rds.amazonaws.com, true
dreamusaws001, dev.dreamusdb.link., ro.mds-my.dev.dreamusdb.link., CNAME, dev-mds.cluster-ro-cvzu2tknt0xt.ap-northeast-2.rds.amazonaws.com, true
dreamusaws001, dev.dreamusdb.link., reco-dept-my.dev.dreamusdb.link., CNAME, dev-dreamus.cluster-cy4artogqinj.ap-northeast-2.rds.amazonaws.com, true
dreamusaws001, dev.dreamusdb.link., solution-dreamus-my.dev.dreamusdb.link., CNAME, dev-dreamus.cluster-cy4artogqinj.ap-northeast-2.rds.amazonaws.com, true
dreamusaws001, dev.dreamusdb.link., ro.solution-dreamus-my.dev.dreamusdb.link., CNAME, dev-dreamus.cluster-ro-cy4artogqinj.ap-northeast-2.rds.amazonaws.com, true
dreamusaws001, prod.dreamusdb.link., mds-my.prod.dreamusdb.link., CNAME, prod-mds.cluster-crbdsqpcye01.ap-northeast-2.rds.amazonaws.com, true
dreamusaws001, prod.dreamusdb.link., ro.mds-my.prod.dreamusdb.link., CNAME, prod-mds.cluster-ro-crbdsqpcye01.ap-northeast-2.rds.amazonaws.com, true
dreamusaws001, prod.dreamusdb.link., prod-dreamus-my.prod.dreamusdb.link., CNAME, prod-dreamus-up.cluster-cy4artogqinj.ap-northeast-2.rds.amazonaws.com, true
dreamusaws001, prod.dreamusdb.link., ro.prod-dreamus-my.prod.dreamusdb.link., CNAME, prod-dreamus-up.cluster-ro-cy4artogqinj.ap-northeast-2.rds.amazonaws.com, true
dreamusaws001, prod.dreamusdb.link., reco-dept-my.prod.dreamusdb.link., CNAME, prod-dreamus-up.cluster-cy4artogqinj.ap-northeast-2.rds.amazonaws.com, true
dreamusaws001, prod.dreamusdb.link., ro.reco-dept-my.prod.dreamusdb.link., CNAME, prod-dreamus-up.cluster-ro-cy4artogqinj.ap-northeast-2.rds.amazonaws.com, true
dreamusaws001, prod.dreamusdb.link., web-bastion-pg.prod.dreamusdb.link., CNAME, bastion.cy4artogqinj.ap-northeast-2.rds.amazonaws.com, true
dreamusaws001, qa.dreamusdb.link., dreamus-my.qa.dreamusdb.link., CNAME, qa01-dreamus.cluster-cy4artogqinj.ap-northeast-2.rds.amazonaws.com, true
dreamusaws001, qa.dreamusdb.link., ro.dreamus-my.qa.dreamusdb.link., CNAME, qa01-dreamus.cluster-ro-cy4artogqinj.ap-northeast-2.rds.amazonaws.com, true
dreamusaws001, qa.dreamusdb.link., mds-my.qa.dreamusdb.link., CNAME, qa-mds.cluster-cvzu2tknt0xt.ap-northeast-2.rds.amazonaws.com, true
dreamusaws001, qa.dreamusdb.link., ro.mds-my.qa.dreamusdb.link., CNAME, qa-mds.cluster-ro-cvzu2tknt0xt.ap-northeast-2.rds.amazonaws.com, true
flo-data, data.music-flo.io., _c7f632b3b9250065e85877430cd707fc.data.music-flo.io., CNAME, _99a5b31aef56f3b9a47fa674632ee8f1.kzhndfqvzk.acm-validations.aws., true
flo-data, data.music-flo.io., redis.cache.data.music-flo.io., CNAME, redis-cache-data-music-flo-io.5ns0il.clustercfg.apn2.cache.amazonaws.com, true
flo-deploy, mgmt.music-flo.io., _a3dbb7f4c0cdc3cb704b737630c20c5f.mgmt.music-flo.io., CNAME, _4dd933195ac56a027e5b38dcb4f9c809.hnyhpvdqhv.acm-validations.aws., true
